"","latitude","longitude","WordCount","English","Common","Tagalog","Bikol","Cebuano","Hiligaynon","Ilocano","Kapampangan","Pangasinense","Waray","Zam","Spanish"
"141493","""11.00705""","""122.62535""",15,2,9,4,0,0,0,0,0,0,0,0,0
"142143","""11.0411936""","""125.7168924""",11,1,2,3,0,0,0,0,0,0,0,0,1
"142145","""11.0411868""","""125.7169854""",7,0,3,3,0,0,1,0,0,0,0,0,0
"143053","""10.6022795""","""122.918393""",13,2,5,3,0,1,0,0,0,0,1,0,1
"143104","""10.6022795""","""122.9183934""",11,2,5,4,0,0,0,0,0,0,0,0,0
"143244","""10.62124564""","""122.96868312""",8,0,4,3,0,0,0,0,0,0,0,0,0
"146474","""10.1331549""","""124.8451148""",16,1,9,3,0,0,0,0,0,0,0,0,1
"146520","""10.1331549""","""124.8451148""",16,1,9,3,0,0,0,0,0,0,0,0,1
"147624","""10.1331549""","""124.8451148""",16,1,9,3,0,0,0,0,0,0,0,0,1
"147674","""10.1331549""","""124.8451148""",16,1,9,3,0,0,0,0,0,0,0,0,1
"147712","""10.1331549""","""124.8451148""",16,1,9,3,0,0,0,0,0,0,0,0,1
"147840","""9.7382823""","""118.7372678""",11,0,6,3,0,0,0,0,0,0,0,0,0
"147977","""9.7382823""","""118.7372678""",11,0,6,3,0,0,0,0,0,0,0,0,0
"148713","""9.7382823""","""118.7372678""",11,0,6,3,0,0,0,0,0,0,0,0,0
"150074","""9.6043101""","""125.9727125""",14,1,5,3,0,0,0,0,0,0,1,0,0
"150075","""9.62115862""","""125.9603557""",7,1,1,3,0,0,0,0,0,0,0,0,0
"150113","""9.43815311""","""118.54785769""",16,1,8,3,0,0,0,0,0,0,0,0,1
"150127","""9.4646932""","""123.2227759""",15,5,7,3,0,0,0,0,0,0,0,0,0
"150321","""9.4646932""","""123.2227759""",15,5,7,3,0,0,0,0,0,0,0,0,0
"150527","""9.4646932""","""123.2227759""",15,5,7,3,0,0,0,0,0,0,0,0,0
"151539","""9.2481778""","""124.718417""",10,3,3,3,0,0,0,0,0,0,0,0,1
"156253","""8.0964864""","""123.4877575""",12,1,3,4,0,0,0,0,0,0,1,0,0
"156344","""8.0964864""","""123.4877575""",12,1,3,4,0,0,0,0,0,0,1,0,0
"157671","""8.0964864""","""123.4877575""",12,1,3,4,0,0,0,0,0,0,1,0,0
"157792","""8.0964864""","""123.4877575""",12,1,3,4,0,0,0,0,0,0,1,0,0
"159412","""7.4513294""","""125.821935""",10,0,6,3,0,0,0,0,0,0,0,0,1
"1605651","""7.3340325""","""124.5630622""",16,2,6,3,0,0,0,0,3,0,0,0,0
"161037","""7.4513294""","""125.821935""",10,0,6,3,0,0,0,0,0,0,0,0,1
"1632371","""7.10282137""","""124.82689656""",17,0,2,3,0,0,0,3,1,0,1,0,0
"166431","""6.6887751""","""124.6734523""",8,1,3,3,0,0,0,0,0,0,1,0,0
"167107","""6.6887751""","""124.6734523""",8,1,3,3,0,0,0,0,0,0,1,0,0
"167785","""6.6887751""","""124.6734523""",8,1,3,3,0,0,0,0,0,0,1,0,0
"168718","""6.5019751""","""124.8368467""",10,4,2,3,0,0,0,0,0,0,0,0,0
"169142","""6.3192263""","""124.9630533""",13,3,4,3,0,0,0,0,0,0,0,0,0
"169368","""6.2232354""","""125.0578258""",15,6,3,3,0,0,0,0,0,0,0,0,0
"171571","""18.5636117""","""121.2318118""",14,2,3,5,0,0,0,0,0,0,0,0,1
"171587","""18.5616384""","""121.2365197""",15,1,8,3,0,0,0,0,0,0,0,0,1
"171601","""18.5051433""","""120.5848431""",17,4,9,3,0,0,0,0,0,0,0,0,1
"171684","""18.5049842""","""120.5842496""",11,1,6,3,0,0,0,0,0,0,0,0,1
"173184","""18.0951958""","""120.5689973""",14,2,8,3,0,0,0,0,0,0,0,0,0
"173418","""18.06019744""","""120.5556724""",15,2,7,3,0,0,0,0,0,0,0,0,1
"173562","""18.1530679""","""120.67861746""",15,3,6,3,0,0,0,0,0,0,0,0,2
"173690","""18.0544798""","""121.6365218""",12,3,4,3,0,0,0,0,0,0,0,0,0
"174991","""17.42294774""","""120.47079369""",10,1,3,3,1,0,0,0,0,0,0,0,1
"175797","""17.16135002""","""121.62965535""",13,0,6,3,0,0,0,0,0,0,0,0,0
"175958","""17.16135002""","""121.62965535""",13,0,6,3,0,0,0,0,0,0,0,0,0
"176473","""16.93620816""","""121.77337688""",16,5,6,4,0,0,0,0,0,0,0,0,0
"178762","""15.979835""","""120.554284""",18,0,12,3,0,0,0,0,0,0,0,0,1
"179048","""15.7674775""","""119.9064418""",9,1,4,3,0,0,0,0,0,0,0,0,0
"180673","""15.4245435""","""120.5993608""",6,1,2,3,0,0,0,0,0,0,0,0,0
"180897","""15.5295157""","""120.987182""",10,1,4,3,0,0,0,0,0,0,0,0,1
"181115","""15.5295157""","""120.987182""",10,1,4,3,0,0,0,0,0,0,0,0,1
"181207","""15.43596804""","""120.93864122""",11,2,3,3,0,0,0,0,0,0,0,0,1
"181492","""15.19752195""","""120.58073563""",9,0,0,3,0,0,0,0,0,0,0,0,2
"181657","""15.33181013""","""120.66018024""",19,1,12,3,0,0,1,0,0,0,0,0,2
"181682","""15.4245435""","""120.5993608""",6,1,2,3,0,0,0,0,0,0,0,0,0
"181832","""15.3443525""","""120.9035136""",19,2,9,3,0,0,0,0,1,0,0,0,2
"181927","""15.1722836""","""120.7642207""",9,2,1,3,0,0,0,0,0,1,0,0,1
"181949","""15.33181013""","""120.66018024""",19,1,12,3,0,0,1,0,0,0,0,0,2
"182029","""15.4245435""","""120.5993608""",6,1,2,3,0,0,0,0,0,0,0,0,0
"182067","""15.33181013""","""120.66018024""",19,1,12,3,0,0,1,0,0,0,0,0,2
"182184","""14.9654438""","""120.1640419""",7,1,2,3,0,0,0,0,0,0,0,0,0
"182631","""15.1722836""","""120.7642207""",9,2,1,3,0,0,0,0,0,1,0,0,1
"182738","""15.04313598""","""120.76856237""",19,3,8,4,0,0,0,0,0,0,0,0,0
"182965","""15.1597003""","""120.9729211""",7,2,1,3,0,0,0,0,0,0,0,0,0
"183212","""15.1597003""","""120.9729211""",7,2,1,3,0,0,0,0,0,0,0,0,0
"183472","""14.7931578""","""121.0263427""",15,3,7,3,0,0,0,1,0,0,0,0,0
"183495","""14.7931578""","""121.0263427""",20,6,5,3,0,0,0,1,0,0,0,0,0
"183668","""14.7817287""","""120.9628837""",15,0,9,3,0,0,0,0,0,0,0,0,1
"184054","""14.4343847""","""120.484968""",13,3,4,3,0,0,0,0,0,0,0,0,0
"184672","""14.4580348""","""121.3411179""",10,0,5,3,0,0,0,0,0,0,0,0,0
"185054","""14.4580348""","""121.3411179""",10,0,5,3,0,0,0,0,0,0,0,0,0
"185325","""14.384106""","""120.9289652""",10,1,5,3,0,0,0,0,0,0,0,0,0
"185494","""14.3488031""","""120.9264589""",10,0,6,3,0,0,0,0,0,0,0,0,0
"185710","""14.1355943""","""120.895545""",14,2,6,3,0,0,0,0,2,0,0,0,0
"186092","""14.223259""","""121.1776812""",10,2,4,3,0,0,0,0,0,0,0,0,0
"186360","""14.3014147""","""121.4561334""",10,0,5,3,0,0,0,0,0,0,0,0,0
"186503","""14.149156""","""121.4618079""",11,2,4,3,0,0,0,0,0,0,0,0,0
"186650","""14.149156""","""121.4618079""",11,2,4,3,0,0,0,0,0,0,0,0,0
"186945","""14.1355943""","""120.895545""",14,2,6,3,0,0,0,0,2,0,0,0,0
"187084","""14.1266766""","""120.8316786""",11,1,5,3,0,0,0,0,0,0,0,0,0
"187218","""14.0710035""","""120.6345468""",11,1,3,4,0,0,0,0,0,0,0,0,1
"187345","""14.1355943""","""120.895545""",14,2,6,3,0,0,0,0,2,0,0,0,0
"187500","""14.1266766""","""120.8316786""",11,1,5,3,0,0,0,0,0,0,0,0,0
"187647","""14.0710035""","""120.6345468""",11,1,3,4,0,0,0,0,0,0,0,0,1
"188065","""14.149156""","""121.4618079""",11,2,4,3,0,0,0,0,0,0,0,0,0
"188279","""14.149156""","""121.4618079""",11,2,4,3,0,0,0,0,0,0,0,0,0
"189125","""13.7689007""","""121.0305146""",16,2,7,3,0,0,0,0,0,0,0,0,2
"189281","""13.7689007""","""121.0305146""",16,2,7,3,0,0,0,0,0,0,0,0,2
"190556","""13.6557504""","""123.2041498""",12,1,3,3,0,0,0,0,0,0,0,0,0
"190797","""13.6557504""","""123.2041498""",12,1,3,3,0,0,0,0,0,0,0,0,0
"191019","""13.6557504""","""123.2041498""",12,1,3,3,0,0,0,0,0,0,0,0,0
"191249","""13.5044794""","""120.9002584""",16,1,9,3,0,0,0,0,0,0,0,0,1
"191451","""13.410498""","""121.1756323""",11,0,5,4,0,0,0,0,0,0,0,0,1
"191661","""13.410498""","""121.1756323""",11,0,5,4,0,0,0,0,0,0,0,0,1
"192317","""13.3901372""","""123.3732074""",15,3,7,4,0,0,0,0,0,0,0,0,0
"192349","""13.3900519""","""123.373509""",13,3,6,3,0,0,0,0,0,0,0,0,0
"192639","""13.3901372""","""123.3732074""",15,3,7,4,0,0,0,0,0,0,0,0,0
"192672","""13.3900519""","""123.373509""",13,3,6,3,0,0,0,0,0,0,0,0,0
"192734","""13.4329366""","""123.5147182""",9,3,3,3,0,0,0,0,0,0,0,0,0
"193434","""13.2336848""","""123.7710095""",6,1,2,3,0,0,0,0,0,0,0,0,0
"196580","""11.6439632""","""122.307865""",9,0,4,3,0,0,0,0,0,0,0,0,1
"197158","""11.6439632""","""122.307865""",9,0,4,3,0,0,0,0,0,0,0,0,1
"197759","""11.70299488""","""122.36838212""",18,4,10,3,0,0,0,0,0,0,0,0,1
"197895","""11.78052069""","""124.88739731""",13,3,5,3,0,0,0,0,0,0,0,0,2
"197937","""11.78052069""","""124.88739731""",13,3,5,3,0,0,0,0,0,0,0,0,2
"198000","""11.6439632""","""122.307865""",9,0,4,3,0,0,0,0,0,0,0,0,1
"198016","""11.6439632""","""122.307865""",9,0,4,3,0,0,0,0,0,0,0,0,1
"198105","""11.6439632""","""122.307865""",9,0,4,3,0,0,0,0,0,0,0,0,1
"199217","""11.1997621""","""124.7821353""",13,1,8,3,0,0,0,0,0,0,0,0,0
"199397","""11.10486035""","""122.04413527""",9,0,4,3,0,0,0,0,0,0,0,0,0
"199541","""11.00705""","""122.62535""",16,1,11,4,0,0,0,0,0,0,0,0,0
"199545","""11.00705""","""122.62535""",15,2,9,4,0,0,0,0,0,0,0,0,0
"199773","""11.1692005""","""123.8035974""",12,2,4,3,0,0,1,0,0,0,0,0,1
"199810","""11.1692005""","""123.8035974""",12,2,4,3,0,0,1,0,0,0,0,0,1
"199838","""11.1692005""","""123.8035974""",12,2,4,3,0,0,1,0,0,0,0,0,1
"199999","""11.1997621""","""124.7821353""",13,1,8,3,0,0,0,0,0,0,0,0,0
"202068","""10.62124564""","""122.96868312""",8,0,4,3,0,0,0,0,0,0,0,0,0
"202450","""10.62124564""","""122.96868312""",8,0,4,3,0,0,0,0,0,0,0,0,0
"202789","""10.6022795""","""122.918393""",13,2,5,3,0,1,0,0,0,0,1,0,1
"204221","""10.1331549""","""124.8451148""",16,1,9,3,0,0,0,0,0,0,0,0,1
"205699","""10.1331549""","""124.8451148""",16,1,9,3,0,0,0,0,0,0,0,0,1
"208055","""9.6043101""","""125.9727125""",14,1,5,3,0,0,0,0,0,0,1,0,0
"208056","""9.62115862""","""125.9603557""",7,1,1,3,0,0,0,0,0,0,0,0,0
"208085","""9.43815311""","""118.54785769""",16,1,8,3,0,0,0,0,0,0,0,0,1
"208225","""9.3876704""","""122.8277198""",10,0,6,3,0,0,0,0,0,0,0,0,0
"208489","""9.3876704""","""122.8277198""",10,0,6,3,0,0,0,0,0,0,0,0,0
"208815","""9.4646932""","""123.2227759""",15,5,7,3,0,0,0,0,0,0,0,0,0
"210091","""9.0730551""","""126.1941133""",16,2,9,3,0,0,0,0,0,0,0,0,0
"212775","""8.0964864""","""123.4877575""",12,1,3,4,0,0,0,0,0,0,1,0,0
"213009","""8.0964864""","""123.4877575""",12,1,3,4,0,0,0,0,0,0,1,0,0
"214042","""8.0964864""","""123.4877575""",12,1,3,4,0,0,0,0,0,0,1,0,0
"214130","""7.9243166""","""123.7767651""",14,1,7,3,0,0,0,0,0,0,0,0,1
"214139","""7.8310795""","""123.4395393""",13,1,7,3,0,0,0,0,0,0,1,0,0
"214272","""8.0964864""","""123.4877575""",12,1,3,4,0,0,0,0,0,0,1,0,0
"214296","""7.9243166""","""123.7767651""",14,1,7,3,0,0,0,0,0,0,0,0,1
"215000","""7.8003733""","""122.7541563""",8,1,2,3,0,0,0,0,0,0,0,0,0
"215006","""7.8003733""","""122.7541563""",8,1,2,3,0,0,0,0,0,0,0,0,0
"215011","""7.8003733""","""122.7541563""",8,1,2,3,0,0,0,0,0,0,0,0,0
"215021","""7.8003733""","""122.7541563""",8,1,2,3,0,0,0,0,0,0,0,0,0
"216137","""7.2157577""","""124.2543168""",15,0,10,3,0,0,0,0,1,0,0,0,1
"216366","""7.2157577""","""124.2543168""",15,0,10,3,0,0,0,0,1,0,0,0,1
"219061","""7.2157577""","""124.2543168""",15,0,10,3,0,0,0,0,1,0,0,0,1
"219881","""6.9905608""","""125.4824116""",5,0,1,3,0,0,0,0,0,0,0,0,0
"220704","""6.9905608""","""125.4824116""",5,0,1,3,0,0,0,0,0,0,0,0,0
"221326","""6.9905608""","""125.4824116""",5,0,1,3,0,0,0,0,0,0,0,0,0
"222657","""6.9905608""","""125.4824116""",5,0,1,3,0,0,0,0,0,0,0,0,0
"222943","""6.9905608""","""125.4824116""",5,0,1,3,0,0,0,0,0,0,0,0,0
"225382","""6.14907896""","""125.17284177""",7,3,0,3,0,0,0,0,0,0,0,0,0
"225854","""6.14907896""","""125.17284177""",7,3,0,3,0,0,0,0,0,0,0,0,0
