"latitude","longitude","TagalogWordCount"
"""18.51527228""","""122.20806568""",5
"""18.57986389""","""122.13768889""",3
"""18.50770797""","""122.15017198""",5
"""18.46032792""","""122.14280395""",3
"""18.49799639""","""122.15234447""",5
"""18.51826896""","""122.21631872""",10
"""18.51851177""","""122.21599396""",8
"""18.5207342""","""122.21740379""",4
"""18.52079487""","""122.21752803""",4
"""18.52076514""","""122.21751569""",3
"""18.52071102""","""122.21750335""",5
"""18.17997433""","""120.5926968""",3
"""18.2033299""","""120.5950998""",5
"""18.1869755""","""120.5682444""",6
"""18.15414929""","""120.68317543""",4
"""18.20586012""","""120.59172466""",7
"""18.15447394""","""120.68060493""",3
"""18.18234698""","""120.53379536""",3
"""18.15421299""","""120.67936344""",7
"""18.2076544""","""120.5935287""",6
"""18.15320122""","""120.67882407""",8
"""18.19745907""","""120.58973655""",3
"""18.19749331""","""120.58968186""",3
"""18.17995707""","""120.59197191""",8
"""18.17999852""","""120.59130321""",3
"""18.1913125""","""120.59138188""",3
"""18.18654752""","""120.58559382""",3
"""18.19752804""","""120.59480253""",3
"""18.19421137""","""120.5929327""",4
"""18.19635177""","""120.59309363""",6
"""18.19785923""","""120.56820278""",3
"""18.2076272""","""120.5934997""",9
"""18.2076273""","""120.5935002""",4
"""18.2076544""","""120.5935002""",7
"""18.2076185""","""120.5935096""",7
"""18.2076454""","""120.5934812""",4
"""18.19322571""","""120.59497402""",3
"""18.3336428""","""120.6172795""",5
"""18.15837386""","""120.59463976""",5
"""18.2076273""","""120.5934782""",3
"""18.2076273""","""120.5935002""",6
"""18.3335364""","""120.616636""",4
"""18.33003941""","""120.61623654""",4
"""18.17158279""","""120.59329806""",5
"""18.1968193""","""120.5945923""",4
"""18.1968523""","""120.5945891""",3
"""18.1968301""","""120.5945944""",5
"""18.1892131""","""120.6127903""",5
"""18.19044142""","""120.60053609""",3
"""18.18816112""","""120.5809123""",3
"""18.2016293""","""120.599258""",4
"""18.2016286""","""120.599257""",3
"""18.1745094""","""120.5354358""",3
"""18.2016281""","""120.5992568""",4
"""18.1818441""","""120.542252""",3
"""18.1886979""","""120.5565149""",4
"""18.1745094""","""120.5354358""",5
"""18.20244481""","""120.59743328""",4
"""18.3301785""","""120.615511""",5
"""18.22874501""","""120.65413951""",3
"""18.2008115""","""120.5957132""",9
"""18.33267475""","""120.61615592""",9
"""18.33267475""","""120.61615592""",9
"""18.17997433""","""120.5926968""",3
"""18.2033299""","""120.5950998""",5
"""18.1869755""","""120.5682444""",6
"""18.15414929""","""120.68317543""",4
"""18.20586012""","""120.59172466""",7
"""18.15447394""","""120.68060493""",3
"""18.18234698""","""120.53379536""",3
"""18.15421299""","""120.67936344""",7
"""18.2076544""","""120.5935287""",6
"""18.15320122""","""120.67882407""",8
"""18.19745907""","""120.58973655""",3
"""18.19749331""","""120.58968186""",3
"""18.17995707""","""120.59197191""",8
"""18.17999852""","""120.59130321""",3
"""18.1913125""","""120.59138188""",3
"""18.18654752""","""120.58559382""",3
"""18.19752804""","""120.59480253""",3
"""18.19421137""","""120.5929327""",4
"""18.19635177""","""120.59309363""",6
"""18.19785923""","""120.56820278""",3
"""18.2076272""","""120.5934997""",9
"""18.2076273""","""120.5935002""",4
"""18.2076544""","""120.5935002""",7
"""18.2076185""","""120.5935096""",7
"""18.2076454""","""120.5934812""",4
"""18.19322571""","""120.59497402""",3
"""18.3336428""","""120.6172795""",5
"""18.15837386""","""120.59463976""",5
"""18.2076273""","""120.5934782""",3
"""18.2076273""","""120.5935002""",6
"""18.3335364""","""120.616636""",4
"""18.33003941""","""120.61623654""",4
"""18.17158279""","""120.59329806""",5
"""18.1968193""","""120.5945923""",4
"""18.1968523""","""120.5945891""",3
"""18.1968301""","""120.5945944""",5
"""18.1892131""","""120.6127903""",5
"""18.19044142""","""120.60053609""",3
"""18.18816112""","""120.5809123""",3
"""18.2016293""","""120.599258""",4
"""18.2016286""","""120.599257""",3
"""18.1745094""","""120.5354358""",3
"""18.2016281""","""120.5992568""",4
"""18.1818441""","""120.542252""",3
"""18.1886979""","""120.5565149""",4
"""18.1745094""","""120.5354358""",5
"""18.20244481""","""120.59743328""",4
"""18.3301785""","""120.615511""",5
"""18.22874501""","""120.65413951""",3
"""18.2008115""","""120.5957132""",9
"""18.33267475""","""120.61615592""",9
"""18.33267475""","""120.61615592""",9
"""18.17997433""","""120.5926968""",3
"""18.2033299""","""120.5950998""",5
"""18.15414929""","""120.68317543""",4
"""18.20586012""","""120.59172466""",7
"""18.15447394""","""120.68060493""",3
"""18.15421299""","""120.67936344""",7
"""18.2076544""","""120.5935287""",6
"""18.15320122""","""120.67882407""",8
"""18.19745907""","""120.58973655""",3
"""18.19749331""","""120.58968186""",3
"""18.17995707""","""120.59197191""",8
"""18.17999852""","""120.59130321""",3
"""18.1913125""","""120.59138188""",3
"""18.19752804""","""120.59480253""",3
"""18.19421137""","""120.5929327""",4
"""18.19635177""","""120.59309363""",6
"""18.2076272""","""120.5934997""",9
"""18.2076273""","""120.5935002""",4
"""18.2076544""","""120.5935002""",7
"""18.2076185""","""120.5935096""",7
"""18.2076454""","""120.5934812""",4
"""18.19322571""","""120.59497402""",3
"""18.3336428""","""120.6172795""",5
"""18.15837386""","""120.59463976""",5
"""18.2076273""","""120.5934782""",3
"""18.2076273""","""120.5935002""",6
"""18.3335364""","""120.616636""",4
"""18.33003941""","""120.61623654""",4
"""18.17158279""","""120.59329806""",5
"""18.1968193""","""120.5945923""",4
"""18.1968523""","""120.5945891""",3
"""18.1968301""","""120.5945944""",5
"""18.1892131""","""120.6127903""",5
"""18.19044142""","""120.60053609""",3
"""18.2016293""","""120.599258""",4
"""18.2016286""","""120.599257""",3
"""18.2016281""","""120.5992568""",4
"""18.20244481""","""120.59743328""",4
"""18.3301785""","""120.615511""",5
"""18.22874501""","""120.65413951""",3
"""18.2008115""","""120.5957132""",9
"""18.33267475""","""120.61615592""",9
"""18.33267475""","""120.61615592""",9
"""18.3326789""","""120.61615332""",6
"""18.22874501""","""120.65413951""",3
"""18.22737268""","""120.64789764""",3
"""18.22737267""","""120.64789762""",4
"""18.230164""","""120.6458367""",3
"""18.23027675""","""120.6455739""",3
"""18.22976333""","""120.64636044""",4
"""18.22816622""","""120.64802046""",5
"""18.22816622""","""120.64802046""",10
"""18.22825693""","""120.64801631""",4
"""18.22815049""","""120.6480114""",5
"""18.22812047""","""120.64802556""",6
"""18.22825845""","""120.64801633""",5
"""18.22825855""","""120.64801755""",5
"""18.22825669""","""120.64802048""",5
"""18.22825682""","""120.6480183""",4
"""18.22825686""","""120.64801753""",10
"""18.23053008""","""120.65492657""",6
"""18.228986""","""120.6454827""",5
"""18.228986""","""120.6454827""",4
"""18.22984476""","""120.64645991""",5
"""18.228986""","""120.6454827""",7
"""18.228986""","""120.6454827""",3
"""18.2289853""","""120.6454828""",4
"""18.228986""","""120.6454826""",3
"""18.228986""","""120.6454826""",3
"""18.2289861""","""120.6454829""",3
"""18.2289861""","""120.6454829""",3
"""18.228986""","""120.6454827""",4
"""18.2289857""","""120.6454831""",6
"""18.22825683""","""120.64801808""",8
"""18.22818213""","""120.6480331""",8
"""18.22830103""","""120.6480228""",10
"""18.22825688""","""120.64801722""",3
"""18.22830763""","""120.64801671""",9
"""18.22984476""","""120.6462753""",10
"""18.22885519""","""120.65184165""",3
"""18.22984476""","""120.64626161""",3
"""18.22872714""","""120.65497357""",4
"""18.22871297""","""120.65512344""",6
"""18.22833845""","""120.64804794""",4
"""18.22825539""","""120.64801659""",5
"""18.22828518""","""120.6480196""",6
"""18.22825694""","""120.64801608""",3
"""18.22896962""","""120.64972964""",4
"""18.22896318""","""120.64974758""",3
"""18.2288143""","""120.6468626""",4
"""18.183243""","""120.7170724""",6
"""18.22984476""","""120.64584192""",14
"""18.230164""","""120.6458367""",4
"""18.230164""","""120.6458367""",8
"""18.230164""","""120.6458367""",8
"""18.230164""","""120.6458367""",3
"""18.230164""","""120.6458367""",6
"""18.230164""","""120.6458367""",8
"""18.230164""","""120.6458367""",10
"""18.230164""","""120.6458367""",5
"""18.22984476""","""120.64606196""",5
"""18.1829463""","""120.7171902""",4
"""18.22984475""","""120.64586125""",9
"""18.2277044""","""120.6496813""",3
"""18.3367973""","""121.4145774""",13
"""18.3367973""","""121.4145774""",9
"""18.3297819""","""121.4207946""",6
"""18.30393095""","""121.62622524""",5
"""18.30237673""","""121.62659227""",9
"""18.30297698""","""121.62628893""",4
"""18.312449""","""121.4836669""",7
"""18.3147856""","""121.4821413""",10
"""18.2445996""","""121.8375614""",3
"""18.2445999""","""121.8375618""",12
"""18.2573006""","""121.8137248""",4
"""18.2575948""","""121.8122758""",4
"""18.2445996""","""121.8375614""",4
"""18.2445999""","""121.8375618""",3
"""18.1920771""","""121.6622368""",3
"""18.1920771""","""121.6622368""",3
"""18.2580128""","""121.8092372""",3
"""18.2580128""","""121.8092372""",5
"""18.2572156""","""121.8136545""",7
"""18.2572155""","""121.8136545""",3
"""18.2580127""","""121.8092372""",4
"""18.3367973""","""121.4145774""",13
"""18.3367973""","""121.4145774""",9
"""18.2580128""","""121.8092372""",5
"""18.2580128""","""121.8092372""",4
"""18.35503693""","""121.63984708""",5
"""18.3297819""","""121.4207946""",6
"""18.30393095""","""121.62622524""",5
"""18.29565626""","""121.66390105""",7
"""18.30237673""","""121.62659227""",9
"""18.30297698""","""121.62628893""",4
"""18.2445996""","""121.8375614""",3
"""18.2445999""","""121.8375618""",12
"""18.2573006""","""121.8137248""",4
"""18.2575948""","""121.8122758""",4
"""18.2445996""","""121.8375614""",4
"""18.2445999""","""121.8375618""",3
"""18.1920771""","""121.6622368""",3
"""18.1920771""","""121.6622368""",3
"""18.2580128""","""121.8092372""",3
"""18.2580128""","""121.8092372""",5
"""18.2572156""","""121.8136545""",7
"""18.2572155""","""121.8136545""",3
"""18.2580127""","""121.8092372""",4
"""18.3367973""","""121.4145774""",13
"""18.3367973""","""121.4145774""",9
"""18.2580128""","""121.8092372""",5
"""18.2580128""","""121.8092372""",4
"""18.35503693""","""121.63984708""",5
"""18.3297819""","""121.4207946""",6
"""18.30393095""","""121.62622524""",5
"""18.29565626""","""121.66390105""",7
"""18.30237673""","""121.62659227""",9
"""18.30297698""","""121.62628893""",4
"""18.2445996""","""121.8375614""",3
"""18.2445999""","""121.8375618""",12
"""18.2573006""","""121.8137248""",4
"""18.2575948""","""121.8122758""",4
"""18.2445996""","""121.8375614""",4
"""18.26307783""","""121.99425082""",7
"""18.26338687""","""121.99529553""",8
"""18.2445999""","""121.8375618""",3
"""18.1920771""","""121.6622368""",3
"""18.1920771""","""121.6622368""",3
"""18.2499535""","""121.99984161""",6
"""18.2580128""","""121.8092372""",3
"""18.2580128""","""121.8092372""",5
"""18.2572156""","""121.8136545""",7
"""18.2572155""","""121.8136545""",3
"""18.2580127""","""121.8092372""",4
"""18.26307783""","""121.99425082""",7
"""18.26338687""","""121.99529553""",8
"""18.2499535""","""121.99984161""",6
"""18.26261135""","""121.99296383""",7
"""18.26011874""","""121.99595757""",3
"""18.26158653""","""121.99509116""",4
"""18.25633556""","""121.99370532""",3
"""18.25628187""","""121.99366252""",3
"""18.26124735""","""121.99677695""",3
"""18.26071565""","""121.99248044""",5
"""18.26294958""","""121.9980135""",4
"""18.15414929""","""120.68317543""",4
"""18.15447394""","""120.68060493""",3
"""18.15421299""","""120.67936344""",7
"""18.15320122""","""120.67882407""",8
"""18.15321827""","""120.67877613""",10
"""18.15434521""","""120.67949953""",6
"""18.15368873""","""120.67885178""",9
"""18.15436065""","""120.68150333""",5
"""18.1545826""","""120.6797447""",10
"""18.15412185""","""120.68327948""",8
"""18.15436143""","""120.68149581""",3
"""18.1007904""","""120.6997331""",3
"""18.1007908""","""120.6997329""",6
"""18.1007905""","""120.6997329""",6
"""18.100791""","""120.6997327""",3
"""18.1007906""","""120.6997344""",4
"""18.1007906""","""120.6997331""",5
"""18.1007911""","""120.6997337""",3
"""18.1007905""","""120.6997329""",6
"""18.04854307""","""121.64043711""",8
"""18.06891904""","""121.62665258""",3
"""18.0638719""","""121.6205615""",8
"""18.0544798""","""121.6365218""",6
"""18.0831864""","""121.6536085""",4
"""18.0743829""","""121.6475139""",8
"""18.0728173""","""121.6464142""",12
"""18.0736001""","""121.646964""",7
"""18.0728173""","""121.6464142""",8
"""18.0837083""","""121.653975""",3
"""17.9285019""","""121.8984069""",7
"""17.9285019""","""121.8984069""",7
"""17.9285019""","""121.8984069""",7
"""17.7994912""","""120.4486458""",4
"""17.9020083""","""120.4402239""",7
"""17.7988818""","""120.4473841""",5
"""17.7988818""","""120.4473841""",6
"""17.8019289""","""120.4536923""",10
"""17.7950396""","""120.4411429""",3
"""17.8019289""","""120.4536923""",3
"""17.8019289""","""120.4536923""",6
"""17.9069523""","""120.4553965""",4
"""17.7876065""","""120.4513111""",5
"""17.7876065""","""120.4513111""",7
"""17.7955109""","""120.453378""",9
"""17.7978661""","""120.4452815""",4
"""17.7934793""","""120.4491725""",4
"""17.7923018""","""120.4532208""",4
"""17.7988818""","""120.4473841""",6
"""17.7958347""","""120.4410761""",7
"""17.8024728""","""120.4309747""",5
"""17.7956131""","""120.4196428""",7
"""17.9290727""","""120.4783749""",4
"""17.7638314""","""120.452096""",6
"""17.7638314""","""120.452096""",4
"""17.7638314""","""120.452096""",5
"""17.8019289""","""120.4536923""",8
"""17.7899036""","""120.4552095""",3
"""17.7958347""","""120.4410761""",3
"""17.9522251""","""120.5263784""",4
"""17.7998975""","""120.4494869""",3
"""17.7876065""","""120.4513111""",5
"""17.7958347""","""120.4410761""",4
"""17.7998975""","""120.4494869""",8
"""17.7988818""","""120.4473841""",5
"""17.7958993""","""120.4491117""",5
"""17.7941167""","""120.4531752""",3
"""17.7958347""","""120.4410761""",9
"""17.7988818""","""120.4473841""",3
"""17.7958347""","""120.4410761""",4
"""17.7978661""","""120.4452815""",6
"""17.7988818""","""120.4473841""",7
"""17.7958347""","""120.4410761""",3
"""17.8024728""","""120.4309747""",6
"""17.9241815""","""120.4763271""",3
"""17.7988818""","""120.4473841""",5
"""17.7957125""","""120.4408905""",9
"""17.7958347""","""120.4410761""",4
"""17.9522251""","""120.5263784""",4
"""17.9481532""","""120.5356872""",3
"""17.9640199""","""120.482239""",9
"""17.9522251""","""120.5263784""",3
"""17.9527134""","""120.5043934""",3
"""17.9527134""","""120.5043934""",6
"""17.9527134""","""120.5043934""",4
"""17.9527134""","""120.5043934""",6
"""17.9527134""","""120.5043934""",4
"""17.9527134""","""120.5043934""",3
"""17.9527134""","""120.5043934""",12
"""17.9285019""","""121.8984069""",7
"""17.9285019""","""121.8984069""",7
"""17.56134059""","""120.382123""",3
"""17.5610329""","""120.3855148""",3
"""17.5610164""","""120.3855283""",3
"""17.5610144""","""120.3855425""",4
"""17.57269801""","""120.38908817""",3
"""17.56616794""","""120.38508845""",6
"""17.56616794""","""120.38508845""",3
"""17.56616788""","""120.3850884""",3
"""17.56616746""","""120.38508833""",4
"""17.5717065""","""120.38928931""",4
"""17.5766351""","""120.3848957""",12
"""17.7448976""","""120.4572758""",6
"""17.7448976""","""120.4572758""",4
"""17.7448976""","""120.4572758""",3
"""17.58295491""","""120.38618275""",6
"""17.59298201""","""120.34746638""",4
"""17.6823495""","""120.095901""",7
"""17.5533883""","""120.399099""",4
"""17.7448976""","""120.4572758""",3
"""17.7448976""","""120.4572758""",8
"""17.5533887""","""120.3990996""",4
"""17.5533879""","""120.399098""",4
"""17.5388503""","""120.369397""",8
"""17.5388503""","""120.369397""",8
"""17.6629613""","""120.3948107""",5
"""17.7448976""","""120.4572758""",4
"""17.7448976""","""120.4572758""",8
"""17.7448976""","""120.4572758""",4
"""17.7448976""","""120.4572758""",4
"""17.7448976""","""120.4572758""",3
"""17.6606615""","""120.4024432""",6
"""17.6602906""","""120.4152104""",3
"""17.56607244""","""120.38502053""",11
"""17.56606058""","""120.38501209""",3
"""17.56607308""","""120.38502098""",3
"""17.56608247""","""120.38502799""",12
"""17.55080484""","""120.37728045""",3
"""17.7448976""","""120.4572758""",3
"""17.7448976""","""120.4572758""",7
"""17.55080484""","""120.37728045""",3
"""17.5454381""","""120.3792729""",4
"""17.55080484""","""120.37728045""",3
"""17.5454381""","""120.3792729""",8
"""17.5984121""","""120.4258566""",6
"""17.5454381""","""120.3792729""",8
"""17.5454381""","""120.3792729""",4
"""17.7446206""","""120.4571437""",5
"""17.55016248""","""120.39031373""",4
"""17.5727346""","""120.38914773""",8
"""17.7446193""","""120.4571422""",8
"""17.7446193""","""120.4571422""",4
"""17.7446196""","""120.4571423""",5
"""17.7446205""","""120.4571418""",7
"""17.7446194""","""120.4571424""",4
"""17.7446193""","""120.4571426""",4
"""17.7446196""","""120.4571423""",3
"""17.7446196""","""120.4571423""",3
"""17.7446196""","""120.457142""",5
"""17.6606615""","""120.4024432""",7
"""17.56134059""","""120.382123""",3
"""17.5610329""","""120.3855148""",3
"""17.5610164""","""120.3855283""",3
"""17.5610144""","""120.3855425""",4
"""17.57269801""","""120.38908817""",3
"""17.56616794""","""120.38508845""",6
"""17.56616794""","""120.38508845""",3
"""17.56616788""","""120.3850884""",3
"""17.56616746""","""120.38508833""",4
"""17.5717065""","""120.38928931""",4
"""17.5766351""","""120.3848957""",12
"""17.7448976""","""120.4572758""",6
"""17.7448976""","""120.4572758""",4
"""17.7448976""","""120.4572758""",3
"""17.58295491""","""120.38618275""",6
"""17.59298201""","""120.34746638""",4
"""17.5533883""","""120.399099""",4
"""17.7448976""","""120.4572758""",3
"""17.7448976""","""120.4572758""",8
"""17.5533887""","""120.3990996""",4
"""17.5533879""","""120.399098""",4
"""17.5388503""","""120.369397""",8
"""17.5388503""","""120.369397""",8
"""17.6629613""","""120.3948107""",5
"""17.7448976""","""120.4572758""",4
"""17.7448976""","""120.4572758""",8
"""17.7448976""","""120.4572758""",4
"""17.7448976""","""120.4572758""",4
"""17.7448976""","""120.4572758""",3
"""17.6606615""","""120.4024432""",6
"""17.6602906""","""120.4152104""",3
"""17.56607244""","""120.38502053""",11
"""17.56606058""","""120.38501209""",3
"""17.56607308""","""120.38502098""",3
"""17.56608247""","""120.38502799""",12
"""17.55080484""","""120.37728045""",3
"""17.7448976""","""120.4572758""",3
"""17.7448976""","""120.4572758""",7
"""17.55080484""","""120.37728045""",3
"""17.5454381""","""120.3792729""",4
"""17.55080484""","""120.37728045""",3
"""17.5454381""","""120.3792729""",8
"""17.5984121""","""120.4258566""",6
"""17.5454381""","""120.3792729""",8
"""17.5454381""","""120.3792729""",4
"""17.7446206""","""120.4571437""",5
"""17.55016248""","""120.39031373""",4
"""17.5727346""","""120.38914773""",8
"""17.7446193""","""120.4571422""",8
"""17.7446193""","""120.4571422""",4
"""17.7446196""","""120.4571423""",5
"""17.7446205""","""120.4571418""",7
"""17.7446194""","""120.4571424""",4
"""17.7446193""","""120.4571426""",4
"""17.7446196""","""120.4571423""",3
"""17.7446196""","""120.4571423""",3
"""17.56134059""","""120.382123""",3
"""17.5978094""","""120.6263901""",10
"""17.59482284""","""120.61608191""",3
"""17.5978094""","""120.6263902""",3
"""17.5610329""","""120.3855148""",3
"""17.5610164""","""120.3855283""",3
"""17.5978097""","""120.6263898""",6
"""17.5610144""","""120.3855425""",4
"""17.57269801""","""120.38908817""",3
"""17.56616794""","""120.38508845""",6
"""17.56616794""","""120.38508845""",3
"""17.56616788""","""120.3850884""",3
"""17.56616746""","""120.38508833""",4
"""17.5717065""","""120.38928931""",4
"""17.5766351""","""120.3848957""",12
"""17.5978107""","""120.6263899""",8
"""17.5533883""","""120.399099""",4
"""17.5533887""","""120.3990996""",4
"""17.5533879""","""120.399098""",4
"""17.5388503""","""120.369397""",8
"""17.5388503""","""120.369397""",8
"""17.56607244""","""120.38502053""",11
"""17.56606058""","""120.38501209""",3
"""17.56607308""","""120.38502098""",3
"""17.56608247""","""120.38502799""",12
"""17.55080484""","""120.37728045""",3
"""17.55080484""","""120.37728045""",3
"""17.5454381""","""120.3792729""",4
"""17.55080484""","""120.37728045""",3
"""17.5454381""","""120.3792729""",8
"""17.5454381""","""120.3792729""",8
"""17.5454381""","""120.3792729""",4
"""17.55016248""","""120.39031373""",4
"""17.5727346""","""120.38914773""",8
"""17.5978094""","""120.6263901""",10
"""17.59482284""","""120.61608191""",3
"""17.5978094""","""120.6263902""",3
"""17.5978097""","""120.6263898""",6
"""17.5978107""","""120.6263899""",8
"""17.6084919""","""120.6326517""",9
"""17.6014416""","""120.61313001""",3
"""17.6010927""","""120.6139468""",7
"""17.6014416""","""120.61313001""",4
"""17.605024""","""120.6258704""",3
"""17.6050225""","""120.6258686""",5
"""17.59994558""","""120.62134023""",3
"""17.59649567""","""120.61448135""",8
"""17.60102915""","""120.61312568""",7
"""17.60115268""","""120.61274969""",8
"""17.60102595""","""120.61288766""",3
